ID_Cliente;N01_Zona;N02_País;N03_Tipodeproducto;N04_Canaldeventa;N05_Prioridad;N06_Fechapedido;ID_Pedido;N07_Fechaenvío;N08_Unidades;N09_PrecioUnitario;N10_Costeunitario;N11_Importeventatotal;N12_ImporteCostetotal
C4641;África;Liberia;Cuidado personal;Offline;Crítica;31/10/2021;464115130;09/11/2021;836;82;57;68326;47376
C1447;Europa;Greece;Bebida;Online;Media;04/04/2021;144708669;05/05/2021;1366;47;32;64817;43425
C1302;Centroamérica y Caribe;Dominica;Frutas;Offline;Baja;11/08/2020;130241477;23/08/2020;202;9;7;1885;1398
C2348;Asia;Vietnam;Cereales;Offline;Crítica;10/07/2021;234824883;19/07/2021;8756;206;117;1801109;1025415
C3428;Asia;Sri Lanka;Cereales;Offline;Alta;24/09/2021;342882716;09/10/2021;5470;206;117;1125179;640592
C8591;Europa;Portugal;Doméstico;Offline;Media;28/03/2022;859151303;06/05/2022;818;668;503;546645;411078
C4586;Norteamérica;United States of America;Cárnicos;Offline;Crítica;26/02/2020;458679473;22/03/2020;2304;422;365;972035;840246
C1368;Centroamérica y Caribe;Jamaica;Snacks;Online;Crítica;30/07/2021;136828553;02/09/2021;9464;153;97;1444017;922172
C9592;Europa;Cyprus;Alimento infantil;Online;Alta;19/02/2020;959272372;01/03/2020;8867;255;159;2263568;1413577
C9119;África;Iran;Cereales;Offline;Media;18/04/2021;911997258;07/05/2021;9110;206;117;1873927;1066872
C7513;Asia;Sri Lanka;Verduras;Offline;Crítica;04/12/2020;751302039;10/12/2020;5824;154;91;897245;529576
C8537;Australia y Oceanía;East Timor;Snacks;Online;Media;02/01/2021;853798043;05/02/2021;6669;153;97;1017556;649827
C7664;África;Niger;Cárnicos;Online;Crítica;29/06/2022;766409099;03/07/2022;6338;422;365;2673939;2311405
C5563;Australia y Oceanía;Australia;Frutas;Online;Media;10/01/2021;556371533;09/02/2021;1555;9;7;14508;10761
C3612;África;Botswana;Alimento infantil;Online;Media;29/08/2022;361234176;11/09/2022;6075;255;159;1550826;968477
C8388;Europa;Portugal;Frutas;Online;Media;27/05/2022;838858354;16/06/2022;5683;9;7;53022;39326
C9174;Asia;South Korea;Bebida;Offline;Alta;26/10/2022;917417895;28/10/2022;3197;47;32;151698;101633
C9453;Asia;Philippines;Cárnicos;Offline;Media;28/02/2021;945399129;29/03/2021;3466;422;365;1462271;1264016
C4416;Centroamérica y Caribe;Saint Vincent and the Grenadines;Cárnicos;Offline;Baja;23/03/2022;441600883;27/03/2022;8369;422;365;3530797;3052091
C3451;Centroamérica y Caribe;Panama;Verduras;Online;Crítica;20/08/2022;345134484;07/10/2022;1818;154;91;280081;165311
C7654;Europa;Italy;Cárnicos;Offline;Crítica;04/11/2020;765423762;18/11/2020;4756;422;365;2006509;1734466
C5322;Asia;Tajikistan;Alimento infantil;Offline;Media;06/06/2021;532205045;01/07/2021;154;255;159;39313;24551
C3455;Europa;Montenegro;Verduras;Online;Media;21/03/2022;345527160;28/04/2022;8020;154;91;1235561;729259
C5257;África;Sao Tome and Principe;Verduras;Online;Crítica;10/06/2021;525751435;05/07/2021;388;154;91;59775;35281
C5635;África;Somalia;Verduras;Online;Baja;08/01/2022;563551700;24/02/2022;6326;154;91;974584;575223
C4699;Europa;Italy;Alimento infantil;Offline;Baja;25/07/2021;469914281;18/08/2021;6933;255;159;1769856;1105259
C3261;Europa;Poland;Cárnicos;Online;Alta;14/05/2022;326138007;04/06/2022;339;422;365;143021;123630
C7338;Europa;Ukraine;Material de oficina;Offline;Crítica;29/05/2021;733834207;09/06/2021;6704;651;525;4365712;3519332
C5649;Asia;Cambodia;Doméstico;Online;Crítica;12/05/2020;564926707;19/05/2020;3221;668;503;2152498;1618681
C1116;Europa;Bosnia and Herzegovina;Ropa;Offline;Crítica;19/04/2021;111651837;25/05/2021;9115;109;36;996087;326682
C6365;Asia;Philippines;Verduras;Online;Media;28/05/2022;636558425;08/06/2022;639;154;91;98444;58104
C3225;Asia;Japan;Snacks;Offline;Alta;09/04/2022;322507798;21/04/2022;6079;153;97;927534;592338
C1226;Asia;Turkmenistan;Ropa;Offline;Alta;25/04/2021;122673785;29/04/2021;754;109;36;82397;27023
C6105;Europa;Andorra;Verduras;Offline;Media;12/05/2020;610542714;29/05/2020;2012;154;91;309969;182951
C6299;África;Kenya;Alimento infantil;Online;Baja;23/01/2022;629913413;09/02/2022;4232;255;159;1080345;674665
C4448;África;Mozambique;Ropa;Online;Alta;24/11/2020;444897210;01/01/2021;3826;109;36;418105;137124
C3899;Australia y Oceanía;Solomon Islands;Snacks;Offline;Alta;03/10/2021;389917933;18/11/2021;4236;153;97;646329;412756
C4197;África;Democratic Republic of the Congo;Cosméticos;Online;Alta;07/05/2021;419711911;01/06/2021;936;437;263;409219;246477
C5593;África;Uganda;Ropa;Offline;Baja;27/01/2021;559327971;15/03/2021;6431;109;36;702780;230487
C4541;Europa;Albania;Material de oficina;Online;Alta;29/09/2022;454127442;12/11/2022;5257;651;525;3423411;2759715
C7197;Australia y Oceanía;Samoa ;Cereales;Online;Crítica;01/06/2021;719784152;11/07/2021;8981;206;117;1847392;1051765
C6922;Asia;Indonesia;Verduras;Online;Alta;16/02/2021;692284429;07/03/2021;1201;154;91;185026;109207
C6779;África;South Africa;Snacks;Offline;Baja;12/01/2022;677927100;18/01/2022;2549;153;97;388926;248375
C6033;África;Malawi;Cereales;Online;Baja;27/10/2021;603323495;06/12/2021;5684;206;117;1169199;665653
C4653;Europa;United Kingdom;Ropa;Online;Baja;11/01/2020;465397441;23/02/2020;300;109;36;32784;10752
C7813;Centroamérica y Caribe;Jamaica;Alimento infantil;Online;Alta;17/04/2022;781385266;22/04/2022;8119;255;159;2072618;1294331
C3388;Asia;Nepal;Material de oficina;Offline;Media;21/10/2021;338835799;26/10/2021;7898;651;525;5143257;4146134
C2456;África;Mali;Alimento infantil;Online;Crítica;20/09/2020;245610368;22/10/2020;421;255;159;107473;67116
C7798;Asia;China;Alimento infantil;Online;Alta;07/03/2020;779882800;21/03/2020;3506;255;159;895012;558927
C9401;África;Togo;Cuidado personal;Online;Baja;19/09/2021;940139424;02/11/2021;7002;82;57;572273;396803
C6951;Australia y Oceanía;Solomon Islands;Doméstico;Offline;Alta;16/02/2020;695179069;16/02/2020;7790;668;503;5205823;3914787
C5341;África;Central African Republic;Frutas;Offline;Crítica;12/01/2022;534113061;10/02/2022;4779;9;7;44588;33071
C1163;África;Swaziland;Cosméticos;Online;Baja;10/08/2021;116365230;20/08/2021;3912;437;263;1710326;1030147
C5216;África;United Arab Emirates;Cereales;Online;Media;28/12/2021;521671903;06/02/2022;3164;206;117;650835;370536
C2000;Australia y Oceanía;Fiji;Bebida;Offline;Baja;12/06/2022;200081908;12/06/2022;7538;47;32;357678;239633
C8219;África;Swaziland;Cosméticos;Offline;Crítica;19/08/2022;821956574;27/09/2022;4071;437;263;1779841;1072016
C5279;Europa;Vatican City;Verduras;Offline;Alta;07/03/2021;527969729;17/04/2021;6830;154;91;1052230;621052
C6791;Asia;Thailand;Bebida;Online;Baja;05/11/2022;679107701;07/11/2022;1915;47;32;90867;60878
C9066;Europa;Georgia;Verduras;Online;Alta;12/10/2022;906669318;24/10/2022;2454;154;91;378063;223142
C4622;África;Guinea-Bissau;Snacks;Online;Baja;31/03/2022;462265908;19/04/2022;3610;153;97;550814;351758
C4678;Europa;Estonia;Snacks;Online;Baja;28/06/2021;467821300;09/07/2021;7573;153;97;1155488;737913
C7655;África;Swaziland;Cosméticos;Offline;Alta;26/02/2021;765571820;07/04/2021;8569;437;263;3746367;2256475
C3680;Centroamérica y Caribe;Trinidad and Tobago;Cosméticos;Online;Crítica;09/11/2020;368066298;24/12/2020;7852;437;263;3432894;2067667
C6081;África;Ghana;Doméstico;Online;Media;12/08/2020;608166062;09/09/2020;8707;668;503;5818627;4375616
C1890;África;Djibouti;Ropa;Online;Alta;10/04/2022;189044940;12/05/2022;1454;109;36;158893;52111
C1341;Australia y Oceanía;New Zealand;Cereales;Offline;Crítica;15/05/2022;134189260;24/05/2022;8439;206;117;1735902;988291
C6373;África;Syria;Cuidado personal;Offline;Baja;17/02/2022;637397849;21/02/2022;9043;82;57;739084;512467
C6127;Europa;Albania;Ropa;Online;Alta;26/04/2020;612782037;19/05/2020;4677;109;36;511103;167624
C8447;Asia;Taiwan;Material de oficina;Offline;Crítica;24/05/2020;844765651;01/06/2020;3783;651;525;2463527;1985924
C8380;África;Ethiopia;Bebida;Offline;Media;02/07/2020;838085019;21/07/2020;6836;47;32;324368;217316
C1677;Europa;United Kingdom;Snacks;Offline;Media;11/08/2020;167788970;11/08/2020;1340;153;97;204457;130570
C7292;África;Cape Verde;Material de oficina;Offline;Baja;05/02/2021;729238831;16/02/2021;6830;651;525;4447764;3585477
C8881;África;Tanzania;Alimento infantil;Online;Media;24/04/2021;888108432;13/06/2021;9876;255;159;2521145;1574432
C4303;Centroamérica y Caribe;Trinidad and Tobago;Snacks;Online;Alta;01/01/2021;430384099;27/01/2021;9074;153;97;1384511;884171
C1123;África;Togo;Cereales;Offline;Alta;01/10/2021;112364661;09/11/2021;55;206;117;11314;6441
C3106;Europa;Montenegro;Doméstico;Online;Alta;07/09/2022;310661447;08/09/2022;480;668;503;320770;241219
C5721;Europa;Russia;Ropa;Offline;Media;23/11/2021;572198283;06/12/2021;5042;109;36;550990;180705
C9642;Asia;Nepal;Cereales;Offline;Media;29/09/2020;964211499;07/11/2020;464;206;117;95445;54339
C7242;África;Kenya;Doméstico;Online;Alta;04/06/2022;724249923;03/07/2022;501;668;503;334803;251773
C5101;África;Zimbabwe;Alimento infantil;Online;Crítica;11/12/2021;510174882;12/12/2021;940;255;159;239963;149855
C1501;África;Turkey;Bebida;Offline;Alta;15/11/2021;150160205;22/11/2021;4596;47;32;218080;146107
C8926;Europa;Portugal;Bebida;Online;Media;27/04/2022;892692220;11/05/2022;6320;47;32;299884;200913
C4565;Centroamérica y Caribe;Costa Rica;Doméstico;Online;Media;11/05/2022;456569755;09/06/2022;7991;668;503;5340146;4015797
C6809;Norteamérica;Canada;Material de oficina;Online;Media;23/06/2021;680904138;11/07/2021;3520;651;525;2292259;1847859
C7751;Centroamérica y Caribe;Trinidad and Tobago;Doméstico;Online;Media;25/12/2020;775119197;02/02/2021;3850;668;503;2572840;1934779
C4689;África;Iran;Cárnicos;Online;Baja;07/08/2022;468951261;19/08/2022;1954;422;365;824373;712604
C4624;África;Burundi;Material de oficina;Online;Baja;16/04/2021;462449157;31/05/2021;7837;651;525;5103533;4114112
C1759;África;Cameroon;Cosméticos;Offline;Alta;03/01/2021;175974214;13/01/2021;3535;437;263;1545502;930872
C9002;Asia;Maldives;Cosméticos;Offline;Baja;24/10/2021;900200259;10/11/2021;8116;437;263;3548315;2137186
C8461;Centroamérica y Caribe;Nicaragua;Cereales;Offline;Crítica;25/04/2021;846113622;03/06/2021;2678;206;117;550865;313621
C9950;Europa;Ukraine;Alimento infantil;Offline;Alta;22/10/2021;995013129;27/11/2021;5351;255;159;1366003;853056
C1485;África;Madagascar;Cuidado personal;Online;Crítica;09/04/2020;148510110;14/05/2020;6297;82;57;514654;356851
C7785;Australia y Oceanía;Australia;Ropa;Online;Media;27/03/2021;778528392;14/05/2021;2707;109;36;295821;97019
C4773;África;Somalia;Bebida;Online;Media;22/01/2021;477304303;23/01/2021;3805;47;32;180547;120961
C5073;Europa;San Marino;Snacks;Offline;Alta;13/10/2020;507386672;22/10/2020;5846;153;97;891983;569634
C8516;África;Turkey;Snacks;Offline;Crítica;10/11/2021;851636826;10/11/2021;7117;153;97;1085912;693480
C6632;Centroamérica y Caribe;Grenada;Cárnicos;Online;Alta;04/11/2021;663228595;15/12/2021;2934;422;365;1237825;1070000
C5156;Europa;Lithuania;Cereales;Offline;Baja;25/07/2021;515648305;03/08/2021;647;206;117;133088;75770
C1526;Australia y Oceanía;Papua New Guinea;Bebida;Online;Alta;23/10/2020;152694785;16/11/2020;4635;47;32;219931;147347
C7384;Europa;Serbia;Cereales;Online;Alta;23/08/2022;738479363;07/09/2022;1309;206;117;269261;153297
C8074;Europa;Ukraine;Snacks;Offline;Media;05/07/2020;807425868;07/07/2020;4112;153;97;627409;400673
C3142;Norteamérica;Greenland;Bebida;Offline;Crítica;24/07/2022;314270627;12/08/2022;8517;47;32;404132;270755
C1840;Europa;Lithuania;Doméstico;Offline;Baja;15/08/2021;184062469;20/09/2021;7030;668;503;4697938;3532856
C9621;África;South Sudan;Cuidado personal;Offline;Baja;10/05/2022;962162721;15/06/2022;4185;82;57;342040;237164
C5642;Asia;Maldives;Ropa;Online;Crítica;07/09/2022;564245212;19/10/2022;1552;109;36;169603;55624
C1262;Asia;Kazakhstan;Doméstico;Offline;Media;03/12/2020;126296269;12/01/2021;2728;668;503;1823041;1370929
C8546;África;Kuwait;Cosméticos;Online;Baja;02/02/2020;854614722;05/02/2020;8343;437;263;3647560;2196962
C8758;África;Rwanda;Cuidado personal;Offline;Alta;23/09/2020;875811898;13/10/2020;1058;82;57;86470;59957
C1868;África;Cameroon;Cuidado personal;Offline;Crítica;18/05/2022;186811625;03/06/2022;566;82;57;46259;32075
C2048;Europa;Czech Republic;Cárnicos;Offline;Crítica;06/02/2022;204850232;06/03/2022;8591;422;365;3624457;3133052
C6174;África;Equatorial Guinea;Doméstico;Offline;Crítica;28/08/2021;617476546;03/10/2021;3887;668;503;2597565;1953373
C7325;África;Liberia;Frutas;Online;Crítica;09/05/2020;732551896;05/06/2020;7240;9;7;67549;50101
C8282;África;The Gambia;Cuidado personal;Online;Alta;08/03/2022;828250110;10/04/2022;6468;82;57;528630;366542
C8030;África;Liberia;Cuidado personal;Online;Media;08/02/2020;803057515;22/03/2020;1419;82;57;115975;80415
C6257;Europa;Monaco;Material de oficina;Offline;Media;07/05/2020;625772941;15/06/2020;8974;651;525;5843959;4710991
C7855;Asia;Thailand;Snacks;Offline;Alta;17/12/2020;785507714;31/12/2020;8043;153;97;1227201;783710
C9416;África;Cape Verde;Bebida;Offline;Crítica;01/11/2021;941685664;21/12/2021;4569;47;32;216799;145249
C3740;África;Rwanda;Frutas;Offline;Media;22/05/2020;374043118;02/07/2020;6526;9;7;60888;45160
C2326;África;Chad;Cuidado personal;Offline;Media;10/08/2021;232628905;01/09/2021;8917;82;57;728786;505326
C3878;África;Turkey;Cuidado personal;Online;Baja;15/04/2022;387804353;23/05/2022;8781;82;57;717671;497619
C7802;África;Tanzania;Ropa;Online;Crítica;23/01/2021;780243289;17/02/2021;183;109;36;19998;6559
C9709;África;Togo;Cuidado personal;Online;Media;08/09/2022;970932042;09/10/2022;9222;82;57;753714;522611
C5911;Australia y Oceanía;Marshall Islands;Cárnicos;Offline;Alta;23/04/2022;591169440;04/06/2022;9029;422;365;3809245;3292786
C6925;Centroamérica y Caribe;Cuba;Doméstico;Online;Baja;14/03/2021;692566812;21/03/2021;4765;668;503;3184307;2394603
C5970;África;Guinea-Bissau;Material de oficina;Online;Baja;16/06/2022;597047984;02/07/2022;8621;651;525;5614081;4525680
C1468;Europa;Georgia;Bebida;Online;Alta;03/01/2021;146849286;23/01/2021;4822;47;32;228804;153291
C1545;Centroamérica y Caribe;The Bahamas;Frutas;Offline;Alta;09/03/2022;154519546;15/03/2022;4622;9;7;43123;31984
C1529;Europa;Ukraine;Frutas;Offline;Crítica;16/04/2020;152920091;17/05/2020;1308;9;7;12204;9051
C6452;África;Djibouti;Cereales;Online;Crítica;13/01/2020;645224750;14/02/2020;5197;206;117;1069023;608621
C8549;Centroamérica y Caribe;Honduras;Material de oficina;Offline;Crítica;20/10/2020;854919850;05/11/2020;8637;651;525;5624501;4534080
C9758;Australia y Oceanía;Palau;Cereales;Online;Crítica;19/12/2020;975804221;13/01/2021;1008;206;117;207346;118047
C8219;Europa;Portugal;Doméstico;Offline;Baja;25/02/2022;821989190;11/03/2022;3723;668;503;2487969;1870956
C2778;África;Iraq;Alimento infantil;Offline;Baja;05/02/2022;277898585;06/03/2022;5222;255;159;1333072;832491
C6482;Asia;Philippines;Verduras;Offline;Baja;21/10/2021;648268735;17/11/2021;5979;154;91;921125;543670
C6081;Centroamérica y Caribe;Barbados;Frutas;Offline;Crítica;31/03/2021;608148467;03/04/2021;3501;9;7;32664;24227
C2528;África;Mozambique;Cereales;Online;Baja;19/10/2020;252899110;05/11/2020;7321;206;117;1505930;857362
C6481;Europa;Vatican City;Frutas;Online;Alta;01/09/2022;648194491;17/09/2022;4009;9;7;37404;27742
C6800;África;Kuwait;Snacks;Offline;Alta;20/11/2020;680020940;01/12/2020;2163;153;97;330031;210763
C2046;África;Gabon;Alimento infantil;Offline;Crítica;03/10/2022;204677283;03/10/2022;7411;255;159;1891880;1181462
C4987;Asia;Brunei;Ropa;Online;Media;05/09/2021;498774850;22/10/2021;7417;109;36;810530;265825
C2092;África;Iran;Frutas;Online;Alta;22/06/2021;209237468;22/06/2021;6871;9;7;64106;47547
C3033;Europa;Czech Republic;Cosméticos;Offline;Crítica;22/08/2020;303301465;16/09/2020;2498;437;263;1092126;657798
C9185;Australia y Oceanía;Nauru;Cárnicos;Offline;Alta;14/05/2022;918515670;07/06/2022;8053;422;365;3397480;2936849
C9127;Europa;Monaco;Snacks;Online;Baja;01/09/2021;912741410;11/09/2021;9321;153;97;1422198;908238
C1141;Europa;Vatican City;Cereales;Offline;Baja;09/02/2021;114152514;21/03/2021;9121;206;117;1876190;1068160
C6712;África;Swaziland;Cuidado personal;Online;Baja;18/10/2020;671235311;15/11/2020;2300;82;57;187979;130341
C3027;Centroamérica y Caribe;Barbados;Alimento infantil;Online;Media;02/09/2022;302788627;03/10/2022;738;255;159;188397;117652
C8479;Europa;Slovakia;Cuidado personal;Online;Media;29/06/2020;847923791;16/07/2020;8347;82;57;682200;473024
C6160;Australia y Oceanía;Tuvalu;Alimento infantil;Online;Alta;20/04/2021;616064631;01/06/2021;6070;255;159;1549550;967679
C2369;Europa;Austria;Frutas;Offline;Media;01/02/2021;236947476;28/02/2021;6879;9;7;64181;47603
C4106;Australia y Oceanía;Tonga;Doméstico;Online;Alta;16/07/2020;410621154;15/08/2020;779;668;503;520582;391479
C5574;Centroamérica y Caribe;Dominica;Frutas;Online;Baja;01/10/2020;557446992;24/10/2020;9807;9;7;91499;67864
C1680;Australia y Oceanía;Samoa ;Cosméticos;Offline;Alta;13/10/2021;168098819;28/10/2021;3031;437;263;1325153;798153
C1535;Australia y Oceanía;Kiribati;Verduras;Offline;Alta;30/03/2021;153562963;29/04/2021;1548;154;91;238485;140760
C5951;Centroamérica y Caribe;Panama;Ropa;Offline;Baja;05/06/2021;595138251;04/07/2021;3489;109;36;381278;125046
C2944;Asia;Uzbekistan;Alimento infantil;Online;Baja;04/03/2022;294436013;11/04/2022;9014;255;159;2301094;1437012
C8233;África;Swaziland;Alimento infantil;Online;Crítica;16/04/2022;823380076;03/05/2022;5317;255;159;1357324;847636
C6742;África;Saudi Arabia;Frutas;Online;Alta;31/12/2020;674206769;15/02/2021;1620;9;7;15115;11210
C2094;África;Zambia;Material de oficina;Offline;Alta;15/03/2022;209464919;20/04/2022;4179;651;525;2721407;2193808
C3120;Norteamérica;Greenland;Alimento infantil;Online;Alta;17/08/2021;312015855;03/09/2021;1280;255;159;326758;204058
C1350;Asia;Turkmenistan;Cárnicos;Offline;Baja;21/07/2022;135033404;26/07/2022;8240;422;365;3476374;3005046
C2520;Centroamérica y Caribe;El Salvador;Alimento infantil;Offline;Media;01/02/2020;252003896;02/03/2020;2408;255;159;614714;383883
C4067;África;Pakistan;Alimento infantil;Offline;Alta;06/08/2022;406726157;13/08/2022;8163;255;159;2083851;1301345
C8633;África;Libya;Cuidado personal;Offline;Media;15/09/2021;863311517;06/10/2021;1917;82;57;156676;108636
C1561;Asia;Taiwan;Bebida;Offline;Crítica;20/04/2022;156183803;28/05/2022;7113;47;32;337512;226122
C9400;Europa;Macedonia;Bebida;Offline;Baja;03/02/2021;940079343;17/03/2021;9223;47;32;437631;293199
C5400;Australia y Oceanía;Solomon Islands;Doméstico;Offline;Alta;07/05/2022;540046966;09/05/2022;753;668;503;503207;378413
C4014;Norteamérica;Mexico;Bebida;Offline;Media;22/02/2022;401447999;27/02/2022;6239;47;32;296041;198338
C2399;África;Somalia;Cuidado personal;Offline;Alta;08/04/2021;239956271;30/04/2021;7248;82;57;592379;410744
C2915;Asia;Taiwan;Frutas;Online;Media;23/11/2020;291558110;01/01/2021;7379;9;7;68846;51063
C8625;Centroamérica y Caribe;Cuba;Doméstico;Online;Crítica;07/03/2021;862552344;05/04/2021;7261;668;503;4852308;3648943
C9795;Australia y Oceanía;Federated States of Micronesia;Frutas;Offline;Crítica;03/09/2022;979550302;03/10/2022;9557;9;7;89167;66134
C6394;Australia y Oceanía;Australia;Doméstico;Offline;Alta;17/01/2022;639475810;03/02/2022;3958;668;503;2645013;1989053
C3595;Asia;Myanmar;Cereales;Offline;Alta;31/01/2022;359565198;01/03/2022;2187;206;117;449866;256120
C7273;Europa;Montenegro;Cereales;Online;Baja;09/09/2021;727367293;23/10/2021;3001;206;117;617306;351447
C1507;África;Nigeria;Ropa;Offline;Media;02/03/2020;150743424;02/03/2020;7184;109;36;785068;257475
C7078;Centroamérica y Caribe;The Bahamas;Verduras;Online;Alta;04/07/2021;707867419;02/08/2021;2555;154;91;393623;232326
C4972;África;Ethiopia;Snacks;Offline;Alta;13/07/2021;497225606;02/08/2021;8961;153;97;1367269;873160
C3876;Australia y Oceanía;Nauru;Verduras;Offline;Alta;30/09/2020;387616813;05/10/2020;3283;154;91;505779;298523
C8681;Centroamérica y Caribe;Haiti;Doméstico;Online;Baja;27/01/2020;868152368;23/02/2020;4433;668;503;2962441;2227760
C6982;Centroamérica y Caribe;Antigua and Barbuda ;Snacks;Online;Alta;29/03/2022;698256099;14/04/2022;8351;153;97;1274196;813721
C9576;Europa;Slovenia;Cárnicos;Online;Baja;29/10/2021;957664334;18/11/2021;3013;422;365;1271155;1098811
C9964;Norteamérica;Greenland;Material de oficina;Online;Baja;12/12/2020;996425902;02/01/2021;3422;651;525;2228441;1796413
C6849;África;Burundi;Cosméticos;Offline;Crítica;13/02/2022;684902131;28/02/2022;6615;437;263;2892078;1741928
C8637;Europa;Czech Republic;Material de oficina;Offline;Alta;14/02/2021;863766849;24/03/2021;6660;651;525;4337059;3496234
C1940;África;Equatorial Guinea;Material de oficina;Offline;Media;15/09/2022;194006383;22/10/2022;9655;651;525;6287433;5068489
C1069;Centroamérica y Caribe;Dominican Republic;Ropa;Offline;Alta;07/01/2022;106919562;25/02/2022;8729;109;36;953905;312847
C7541;Europa;Poland;Cuidado personal;Online;Crítica;30/04/2020;754117715;24/05/2020;9045;82;57;739248;512580
C5575;Europa;Albania;Frutas;Offline;Crítica;27/09/2020;557524669;16/11/2020;2794;9;7;26068;19334
C2593;África;Sudan;Snacks;Offline;Baja;13/01/2021;259376752;10/02/2021;4200;153;97;640836;409248
C6722;Norteamérica;Canada;Cárnicos;Online;Baja;31/10/2020;672222793;17/12/2020;4517;422;365;1905677;1647305
C4289;Europa;Czech Republic;Cereales;Online;Baja;24/02/2020;428924119;06/03/2020;7033;206;117;1446688;823635
C9326;África;Madagascar;Doméstico;Offline;Crítica;30/10/2020;932654559;09/11/2020;2065;668;503;1379978;1037745
C5069;Europa;Estonia;Bebida;Online;Alta;10/04/2022;506900441;10/04/2022;1960;47;32;93002;62308
C2454;África;Ethiopia;Ropa;Online;Media;04/11/2022;245460593;27/11/2022;6099;109;36;666499;218588
C8624;África;Republic of the Congo;Snacks;Online;Media;22/04/2021;862446343;26/05/2021;5893;153;97;899154;574214
C4422;Europa;Croatia;Doméstico;Offline;Crítica;13/02/2021;442281520;14/03/2021;9785;668;503;6539022;4917354
C2897;Europa;Switzerland;Bebida;Offline;Alta;05/06/2020;289702451;18/06/2020;8248;47;32;391368;262204
C8797;África;Angola;Bebida;Offline;Crítica;23/01/2022;879757964;27/02/2022;8787;47;32;416943;279339
C5078;Asia;Cambodia;Cereales;Offline;Alta;04/09/2020;507809388;05/09/2020;937;206;117;192741;109732
C2395;África;Pakistan;Doméstico;Offline;Crítica;06/05/2021;239530551;17/05/2021;1268;668;503;847366;637221
C7609;África;Malawi;Alimento infantil;Online;Baja;13/12/2020;760907781;06/01/2021;8376;255;159;2138225;1335302
C1282;África;Botswana;Cereales;Offline;Baja;29/01/2021;128239905;10/03/2021;7893;206;117;1623590;924349
C5181;Centroamérica y Caribe;Saint Vincent and the Grenadines;Alimento infantil;Online;Crítica;08/11/2020;518138253;28/11/2020;7478;255;159;1908984;1192143
C5775;Australia y Oceanía;Kiribati;Snacks;Online;Alta;26/03/2021;577526652;10/04/2021;1825;153;97;278459;177828
C3736;Centroamérica y Caribe;Honduras;Material de oficina;Offline;Baja;18/09/2020;373641431;28/10/2020;7657;651;525;4986315;4019619
C9440;África;Israel;Cárnicos;Offline;Baja;27/06/2022;944031417;12/08/2022;8730;422;365;3683100;3183744
C2465;Asia;Brunei;Bebida;Online;Baja;27/07/2021;246557939;14/09/2021;828;47;32;39289;26322
C8093;África;Senegal;Material de oficina;Online;Baja;09/07/2020;809394824;09/07/2020;6770;651;525;4408692;3553979
C2810;Europa;Iceland;Verduras;Offline;Alta;24/04/2022;281028401;14/05/2022;1404;154;91;216300;127666
C8802;Centroamérica y Caribe;Haiti;Material de oficina;Offline;Baja;20/04/2020;880257499;01/05/2020;6610;651;525;4304498;3469986
C8461;Europa;Switzerland;Alimento infantil;Online;Media;20/07/2022;846193444;02/09/2022;6299;255;159;1608009;1004187
C2882;Europa;Italy;Cárnicos;Offline;Alta;18/10/2021;288260066;10/11/2021;1414;422;365;596552;515672
C7361;Europa;Romania;Cereales;Online;Media;12/08/2022;736193692;01/09/2022;4928;206;117;1013690;577118
C1900;Europa;Georgia;Cereales;Offline;Crítica;30/10/2022;190043151;13/12/2022;6846;206;117;1408222;801735
C7701;Norteamérica;United States of America;Cárnicos;Offline;Media;04/09/2020;770169770;18/09/2020;9205;422;365;3883497;3356971
C1672;Australia y Oceanía;Kiribati;Material de oficina;Offline;Crítica;07/12/2021;167247378;18/01/2022;1071;651;525;697446;562232
C1922;Europa;Bosnia and Herzegovina;Snacks;Online;Crítica;08/05/2021;192262303;08/05/2021;3543;153;97;540591;345230
C9265;África;Mauritius ;Cuidado personal;Offline;Media;23/03/2021;926513373;23/03/2021;4751;82;57;388299;269239
C2716;Norteamérica;Greenland;Cárnicos;Online;Media;23/05/2021;271611917;09/06/2021;4857;422;365;2049120;1771299
C6994;África;Zimbabwe;Material de oficina;Online;Crítica;31/08/2020;699481761;14/09/2020;1052;651;525;685073;552258
C7023;Europa;Belgium;Ropa;Offline;Media;12/02/2021;702359235;01/03/2021;2560;109;36;279757;91750
C6427;Europa;Luxembourg;Verduras;Online;Media;09/12/2020;642793166;19/01/2021;5637;154;91;868436;512572
C5036;África;Sudan;Material de oficina;Online;Baja;28/07/2021;503644883;09/08/2021;8568;651;525;5579567;4497857
C3380;África;Cote d'Ivoire;Cuidado personal;Online;Alta;31/07/2020;338088214;18/09/2020;6670;82;57;545139;377989
C7196;África;Rwanda;Cereales;Offline;Media;24/08/2021;719609487;21/09/2021;7293;206;117;1500170;854083
C4920;Norteamérica;Mexico;Verduras;Online;Media;14/09/2021;492007529;04/10/2021;4816;154;91;741953;437919
C8193;Australia y Oceanía;Tuvalu;Verduras;Offline;Crítica;12/12/2020;819393670;16/12/2020;5651;154;91;870593;513845
C2361;África;Guinea-Bissau;Frutas;Offline;Crítica;31/05/2021;236191737;01/06/2021;3239;9;7;30220;22414
C4971;Europa;Greece;Cereales;Online;Crítica;31/08/2022;497138059;12/10/2022;3054;206;117;628208;357654
